[16/5/2022 22:28:59] /t
[16/5/2022 22:29:51] /b boa noite meus amado
[16/5/2022 23:21:51] /goto thor~
[16/5/2022 23:22:53] /t
[16/5/2022 23:24:33] /goto caru~
[16/5/2022 23:25:49] /goto caru~
[16/5/2022 23:26:33] /goto caru~
[16/5/2022 23:27:16] /goto caru~
[16/5/2022 23:27:17] /goto caru~
[16/5/2022 23:27:18] /goto caru~
[17/5/2022 0:18:3] /goto caru~
[17/5/2022 0:18:5] /goto caru~
[17/5/2022 0:18:37] /goto jaja~
[17/5/2022 0:21:39] /goto gor~
[17/5/2022 0:39:7] /c twire~
[17/5/2022 0:39:19] /c twirer~
[17/5/2022 0:40:3] /c Twizervx
[17/5/2022 0:40:22] /addskill Twizervx, level 1
[22/5/2022 3:27:8] /goto lin~
[22/5/2022 3:27:11] /goto lin~
[22/5/2022 3:29:48] /goto lin~
[22/5/2022 5:33:0] /t
[22/5/2022 5:33:8] /goto 31919 29503 11
[22/5/2022 5:33:42] /goto x31919 y29503 z11
[22/5/2022 5:33:52] /goto x31919 y29503 z11
[22/5/2022 5:37:4] /i 12652
[22/5/2022 5:49:59] /b boa noite
[22/5/2022 5:50:55] /c hela~
[22/5/2022 5:51:18] /m demon
[22/5/2022 5:51:20] /m demon
[22/5/2022 5:51:38] /r
[22/5/2022 5:51:39] /r
[22/5/2022 5:52:23] /addskill Hela Odinsdottir, 1
[22/5/2022 5:52:47] /addskill
[22/5/2022 5:52:59] /addskill Hela Odinsdottir, level 1
[22/5/2022 5:55:8] /ghost
[22/5/2022 6:2:35] /ghost
[22/5/2022 6:2:41] /goto god~
[22/5/2022 6:3:26] /goto ika~
[22/5/2022 6:3:29] /goto ika~
[22/5/2022 6:3:30] /goto ika~
[22/5/2022 6:3:32] /goto ika~
[22/5/2022 6:3:33] /goto ika~
[22/5/2022 6:3:34] /goto ika~
[22/5/2022 6:3:36] /goto ika~
[22/5/2022 6:3:37] /goto ika~
[22/5/2022 6:3:39] /goto ika~
[22/5/2022 6:3:41] /goto ika~
[22/5/2022 6:3:42] /goto ika~
[22/5/2022 6:4:3] /goto ika~
[22/5/2022 6:4:4] /goto ika~
[22/5/2022 6:4:6] /goto ika~
[22/5/2022 6:4:7] /goto ika~
[22/5/2022 6:4:9] /goto ika~
[22/5/2022 6:4:10] /goto ika~
[22/5/2022 6:4:46] /goto ika~
[22/5/2022 6:4:48] /goto ika~
[22/5/2022 6:4:50] /goto ika~
[22/5/2022 6:4:55] /goto ika~
[22/5/2022 6:4:57] /goto ika~
[22/5/2022 6:4:59] /goto ika~
[22/5/2022 6:5:0] /goto ika~
[22/5/2022 6:5:2] /goto ika~
[22/5/2022 6:5:4] /goto ika~
[22/5/2022 6:5:5] /goto ika~
[22/5/2022 6:5:7] /goto ika~
[22/5/2022 6:5:8] /goto ika~
[22/5/2022 6:5:11] /goto ika~
[22/5/2022 6:5:12] /goto ika~
[22/5/2022 6:5:14] /goto ika~
[22/5/2022 6:5:15] /goto ika~
[22/5/2022 6:5:17] /goto ika~
[22/5/2022 6:5:19] /goto ika~
[22/5/2022 6:5:20] /goto ika~
[22/5/2022 6:6:31] /goto ika~
[22/5/2022 6:6:34] /goto ika~
[22/5/2022 6:6:35] /goto ika~
[22/5/2022 6:6:36] /goto ika~
[22/5/2022 6:6:37] /goto ika~
[22/5/2022 6:6:38] /goto ika~
[22/5/2022 6:6:39] /goto ika~
[22/5/2022 6:6:40] /goto ika~
[22/5/2022 6:6:41] /goto ika~
[22/5/2022 6:6:42] /goto ika~
[22/5/2022 6:6:43] /goto ika~
[22/5/2022 6:6:44] /goto ika~
[22/5/2022 6:6:45] /goto ika~
[22/5/2022 6:6:46] /goto ika~
[22/5/2022 6:6:47] /goto ika~
[22/5/2022 6:6:48] /goto ika~
[22/5/2022 6:6:50] /goto ika~
[22/5/2022 6:7:0] /goto ika~
[22/5/2022 6:7:1] /goto ika~
[22/5/2022 6:7:3] /goto ika~
[22/5/2022 6:7:10] /goto ika~
[22/5/2022 6:7:14] /t
[22/5/2022 6:27:10] /goto Volta Pramin
[22/5/2022 6:27:15] /goto Volta Pramin
[22/5/2022 23:30:41] /goto ocri~
[22/5/2022 23:31:0] /i 12644
[22/5/2022 23:33:43] /r
[22/5/2022 23:36:49] /down
[22/5/2022 23:37:11] /t
[22/5/2022 23:37:37] /down
[22/5/2022 23:38:44] /i 1214
[22/5/2022 23:38:47] /r
[22/5/2022 23:39:5] /i 7441
[22/5/2022 23:39:10] /i 7441
[22/5/2022 23:39:11] /i 7441
[22/5/2022 23:39:12] /i 7441
[22/5/2022 23:39:13] /i 7441
[22/5/2022 23:39:14] /i 7441
[22/5/2022 23:39:14] /i 7441
[22/5/2022 23:39:15] /i 7441
[22/5/2022 23:39:16] /i 7441
[22/5/2022 23:39:17] /i 7441
[22/5/2022 23:39:18] /i 7441
[22/5/2022 23:39:18] /i 7441
[22/5/2022 23:39:19] /i 7441
[22/5/2022 23:39:20] /i 7441
[22/5/2022 23:39:21] /i 7441
[22/5/2022 23:39:21] /i 7441
[22/5/2022 23:39:22] /i 7441
[22/5/2022 23:39:23] /i 7441
[22/5/2022 23:39:24] /i 7441
[22/5/2022 23:39:25] /i 7441
[22/5/2022 23:39:25] /i 7441
[22/5/2022 23:39:26] /i 7441
[22/5/2022 23:39:27] /i 7441
[22/5/2022 23:39:28] /i 7441
[22/5/2022 23:39:28] /i 7441
[22/5/2022 23:39:29] /i 7441
[22/5/2022 23:39:30] /i 7441
[22/5/2022 23:39:31] /i 7441
[22/5/2022 23:39:32] /i 7441
[22/5/2022 23:39:32] /i 7441
[22/5/2022 23:39:33] /i 7441
[22/5/2022 23:39:34] /i 7441
[22/5/2022 23:39:35] /i 7441
[22/5/2022 23:39:35] /i 7441
[22/5/2022 23:39:36] /i 7441
[22/5/2022 23:39:37] /i 7441
[22/5/2022 23:41:13] /goto ocri~
[22/5/2022 23:41:26] /t ocri~
[22/5/2022 23:41:28] /t
[22/5/2022 23:41:57] /owner ocri~
[22/5/2022 23:42:14] /goto ocri~
[22/5/2022 23:43:9] /owner Ocrime Eh Sujo
[22/5/2022 23:43:57] /i 7461
[22/5/2022 23:44:1] /i 7462
[22/5/2022 23:44:6] /i 7463
[22/5/2022 23:44:15] /i 7464
[22/5/2022 23:44:36] /i 7460
[22/5/2022 23:44:49] /i 7464
[22/5/2022 23:44:54] /i 7465
[22/5/2022 23:44:56] /r
[22/5/2022 23:45:5] /i 7459
[22/5/2022 23:45:21] /i 7458
[22/5/2022 23:45:24] /i 7457
[22/5/2022 23:46:6] /r
[22/5/2022 23:46:13] /goto nada
[22/5/2022 23:46:31] /i 2160
[22/5/2022 23:46:32] /i 2160
[22/5/2022 23:48:20] /t
[22/5/2022 23:49:8] /i 7895
[22/5/2022 23:49:16] /i 7896
[22/5/2022 23:49:22] /i 7897
[22/5/2022 23:49:40] /i 7898
[22/5/2022 23:49:47] /i 7899
[22/5/2022 23:50:5] /i 7894
[22/5/2022 23:50:7] /i 7893
[22/5/2022 23:50:16] /i 7892
[22/5/2022 23:50:22] /i 7891
[22/5/2022 23:50:42] /i 7890
[22/5/2022 23:51:3] /i 7889
[22/5/2022 23:51:7] /i 7888
[22/5/2022 23:51:9] /i 7887
[22/5/2022 23:51:12] /i 7886
[22/5/2022 23:51:24] /i 7885
[22/5/2022 23:51:28] /i 7884
[22/5/2022 23:51:34] /i 7883
[22/5/2022 23:51:40] /r
[22/5/2022 23:51:52] /r
[22/5/2022 23:51:53] /r
[22/5/2022 23:51:54] /r
[22/5/2022 23:51:55] /r
[22/5/2022 23:52:6] /i 7882
[22/5/2022 23:52:8] /i 7881
[22/5/2022 23:52:10] /r
[22/5/2022 23:52:11] /r
[22/5/2022 23:52:16] /i 7899
[22/5/2022 23:52:23] /i 7900
[22/5/2022 23:52:34] /r
[22/5/2022 23:52:38] /i 7901
[22/5/2022 23:52:57] /i 7902
[22/5/2022 23:53:2] /i 7903
[22/5/2022 23:53:11] /i 7904
[22/5/2022 23:53:21] /r
[22/5/2022 23:53:26] /r
[22/5/2022 23:53:28] /r
[22/5/2022 23:54:25] /i 8892
[22/5/2022 23:54:37] /r
[22/5/2022 23:54:40] /i 8893
[22/5/2022 23:54:48] /i 8893
[22/5/2022 23:54:50] /i 8893
[22/5/2022 23:54:54] /i 8893
[22/5/2022 23:54:58] /i 8894
[22/5/2022 23:55:0] /r
[22/5/2022 23:55:5] /i 8891
[22/5/2022 23:55:8] /i 8890
[22/5/2022 23:55:17] /r
[22/5/2022 23:55:18] /r
[22/5/2022 23:55:28] /i gold legs
[22/5/2022 23:55:38] /i golden legs
[22/5/2022 23:55:53] /r
[22/5/2022 23:58:30] /i 5891
[23/5/2022 0:2:39] /goto god~
[23/5/2022 0:8:22] /goto ob~
[23/5/2022 0:8:37] /goto Meteficha~
[23/5/2022 0:12:1] /goto ob~
[23/5/2022 0:12:17] /t
[23/5/2022 0:26:24] /goto god~
[23/5/2022 0:26:38] /goto god~
[23/5/2022 0:43:58] /t
[24/5/2022 16:28:45] /t
[24/5/2022 16:29:36] /goto god~
[24/5/2022 16:31:30] /goto ehcrimeç 
[24/5/2022 16:32:27] /r 100
[24/5/2022 16:32:29] /r 100
[24/5/2022 16:32:29] /r 100
[24/5/2022 16:32:30] /r 100
[24/5/2022 16:32:30] /r 100
[24/5/2022 16:32:31] /r 100
[24/5/2022 16:32:31] /r 100
[24/5/2022 16:32:31] /r 100
[24/5/2022 16:32:32] /r 100
[24/5/2022 16:32:32] /r 100
[24/5/2022 16:32:33] /r 100
[24/5/2022 16:32:33] /r 100
[24/5/2022 16:32:34] /r 100
[24/5/2022 16:32:34] /r 100
[24/5/2022 16:32:35] /r 100
[24/5/2022 16:32:43] /i 1036
[24/5/2022 18:18:46] /i 7735
